run_data
Chunk number 0
10010110111100010011101100100011,00110100111110100110010101011000,01011100000111001100111101100110,00111101010111010011000110100100,01010101010100101101110101100101
00110101101001100010110000010000,10010110111100010011101100100011,00001101001111101001100101010110,01011100000111001100111101100110,00111101010111010011000110100100
10111100111011001100100111010101,00110101101001100010110000010000,11100101101111000100111011001000,00001101001111101001100101010110,01011100000111001100111101100110
01001001110101001111101001010010,10111100111011001100100111010101,00001101011010011000101100000100,11100101101111000100111011001000,00001101001111101001100101010110
01100110111011011000011100000000,01001001110101001111101001010010,01101111001110110011001001110101,00001101011010011000101100000100,11100101101111000100111011001000
11101000000100001000100000010100,01100110111011011000011100000000,10010010011101010011111010010100,01101111001110110011001001110101,00001101011010011000101100000100
11101111111000110100011110000000,11101000000100001000100000010100,00011001101110110110000111000000,10010010011101010011111010010100,01101111001110110011001001110101
10000110000101000010001001011001,11101111111000110100011110000000,00111010000001000010001000000101,00011001101110110110000111000000,10010010011101010011111010010100
00101001110110001111100100011101,10000110000101000010001001011001,00111011111110001101000111100000,00111010000001000010001000000101,00011001101110110110000111000000
11110111111011011110110011000000,00101001110110001111100100011101,01100001100001010000100010010110,00111011111110001101000111100000,00111010000001000010001000000101
10001110001100100001101000001101,11110111111011011110110011000000,01001010011101100011111001000111,01100001100001010000100010010110,00111011111110001101000111100000
11010001101000001101011000100101,10001110001100100001101000001101,00111101111110110111101100110000,01001010011101100011111001000111,01100001100001010000100010010110
11110010000101010101110011111100,11010001101000001101011000100101,01100011100011001000011010000011,00111101111110110111101100110000,01001010011101100011111001000111
01100101101011011011011100111111,11110010000101010101110011111100,01110100011010000011010110001001,01100011100011001000011010000011,00111101111110110111101100110000
10110111011011101110010101001001,01100101101011011011011100111111,00111100100001010101011100111111,01110100011010000011010110001001,01100011100011001000011010000011
10100100101011001000100101111001,10110111011011101110010101001001,11011001011010110110110111001111,00111100100001010101011100111111,01110100011010000011010110001001
00010001000110110101110101001111,10100100101011001000100101111001,01101101110110111011100101010010,11011001011010110110110111001111,00111100100001010101011100111111
11111110110011101110001110101011,00010001000110110101110101001111,01101001001010110010001001011110,01101101110110111011100101010010,11011001011010110110110111001111
10101110011011010101010001111001,11111110110011101110001110101011,11000100010001101101011101010011,01101001001010110010001001011110,01101101110110111011100101010010
00010110011000111001000010101111,10101110011011010101010001111001,11111111101100111011100011101010,11000100010001101101011101010011,01101001001010110010001001011110
11111110011001111100100001111101,00010110011000111001000010101111,01101011100110110101010100011110,11111111101100111011100011101010,11000100010001101101011101010011
01000111010010000010100000001010,11111110011001111100100001111101,11000101100110001110010000101011,01101011100110110101010100011110,11111111101100111011100011101010
00011101100111001101101111001101,01000111010010000010100000001010,01111111100110011111001000011111,11000101100110001110010000101011,01101011100110110101010100011110
10111100100010001100001101000101,00011101100111001101101111001101,10010001110100100000101000000010,01111111100110011111001000011111,11000101100110001110010000101011
11011010011000011001000010011111,10111100100010001100001101000101,01000111011001110011011011110011,10010001110100100000101000000010,01111111100110011111001000011111
01110101100111001010011010001111,11011010011000011001000010011111,01101111001000100011000011010001,01000111011001110011011011110011,10010001110100100000101000000010
10110010100111101000111011111010,01110101100111001010011010001111,11110110100110000110010000100111,01101111001000100011000011010001,01000111011001110011011011110011
11001000010000101010011110010001,10110010100111101000111011111010,11011101011001110010100110100011,11110110100110000110010000100111,01101111001000100011000011010001
10111000001111011110001110100100,11001000010000101010011110010001,10101100101001111010001110111110,11011101011001110010100110100011,11110110100110000110010000100111
10100011001010001100100101110001,10111000001111011110001110100100,01110010000100001010100111100100,10101100101001111010001110111110,11011101011001110010100110100011
01111011011000001110101001001001,10100011001010001100100101110001,00101110000011110111100011101001,01110010000100001010100111100100,10101100101001111010001110111110
00001111110000111100110000000100,01111011011000001110101001001001,01101000110010100011001001011100,00101110000011110111100011101001,01110010000100001010100111100100
10111100010101111011111010011101,00001111110000111100110000000100,01011110110110000011101010010010,01101000110010100011001001011100,00101110000011110111100011101001
01111100111000010101110000010000,10111100010101111011111010011101,00000011111100001111001100000001,01011110110110000011101010010010,01101000110010100011001001011100
10100101101011001000000100001100,01111100111000010101110000010000,01101111000101011110111110100111,00000011111100001111001100000001,01011110110110000011101010010010
01011000110101101101100111011010,10100101101011001000000100001100,00011111001110000101011100000100,01101111000101011110111110100111,00000011111100001111001100000001
10111011001011101110101000010111,01011000110101101101100111011010,00101001011010110010000001000011,00011111001110000101011100000100,01101111000101011110111110100111
00011010001101101111000101001110,10111011001011101110101000010111,10010110001101011011011001110110,00101001011010110010000001000011,00011111001110000101011100000100
11011111110001011010000010000100,00011010001101101111000101001110,11101110110010111011101010000101,10010110001101011011011001110110,00101001011010110010000001000011
10101011100010101110100010000100,11011111110001011010000010000100,10000110100011011011110001010011,11101110110010111011101010000101,10010110001101011011011001110110
10011110100011110100010001111101,10101011100010101110100010000100,00110111111100010110100000100001,10000110100011011011110001010011,11101110110010111011101010000101
11000111101110110001110010000111,10011110100011110100010001111101,00101010111000101011101000100001,00110111111100010110100000100001,10000110100011011011110001010011
10000010101111001001001000101001,11000111101110110001110010000111,01100111101000111101000100011111,00101010111000101011101000100001,00110111111100010110100000100001
10101101001100001110111001000010,10000010101111001001001000101001,11110001111011101100011100100001,01100111101000111101000100011111,00101010111000101011101000100001
00111010001001101100000101000011,10101101001100001110111001000010,01100000101011110010010010001010,11110001111011101100011100100001,01100111101000111101000100011111
00000001001001011101011101100000,00111010001001101100000101000011,10101011010011000011101110010000,01100000101011110010010010001010,11110001111011101100011100100001
00010011100111101101010000011011,00000001001001011101011101100000,11001110100010011011000001010000,10101011010011000011101110010000,01100000101011110010010010001010
11101111100110111110011111011110,00010011100111101101010000011011,00000000010010010111010111011000,11001110100010011011000001010000,10101011010011000011101110010000
00000011010110100010011100110001,11101111100110111110011111011110,11000100111001111011010100000110,00000000010010010111010111011000,11001110100010011011000001010000
10001111110110010110100100100010,00000011010110100010011100110001,10111011111001101111100111110111,11000100111001111011010100000110,00000000010010010111010111011000
00100101101110111000000001000100,10001111110110010110100100100010,01000000110101101000100111001100,10111011111001101111100111110111,11000100111001111011010100000110
01000011100001001001101010011001,00100101101110111000000001000100,10100011111101100101101001001000,01000000110101101000100111001100,10111011111001101111100111110111
11101111000011100010111101101111,01000011100001001001101010011001,00001001011011101110000000010001,10100011111101100101101001001000,01000000110101101000100111001100
10110011111001011111011101101111,11101111000011100010111101101111,01010000111000010010011010100110,00001001011011101110000000010001,10100011111101100101101001001000
01000100010101001000100011001101,10110011111001011111011101101111,11111011110000111000101111011011,01010000111000010010011010100110,00001001011011101110000000010001
00100011011100010010011000000001,01000100010101001000100011001101,11101100111110010111110111011011,11111011110000111000101111011011,01010000111000010010011010100110
10111010011000100101010011100011,00100011011100010010011000000001,01010001000101010010001000110011,11101100111110010111110111011011,11111011110000111000101111011011
00011001100101111101110010010011,10111010011000100101010011100011,01001000110111000100100110000000,01010001000101010010001000110011,11101100111110010111110111011011
01101111101110111011000100101101,00011001100101111101110010010011,11101110100110001001010100111000,01001000110111000100100110000000,01010001000101010010001000110011
00110101011001001010010001100111,01101111101110111011000100101101,11000110011001011111011100100100,11101110100110001001010100111000,01001000110111000100100110000000
00100111000111100000001110010100,00110101011001001010010001100111,01011011111011101110110001001011,11000110011001011111011100100100,11101110100110001001010100111000
01111010100000011110010000010111,00100111000111100000001110010100,11001101010110010010100100011001,01011011111011101110110001001011,11000110011001011111011100100100
00001010101110100010100010011101,01111010100000011110010000010111,00001001110001111000000011100101,11001101010110010010100100011001,01011011111011101110110001001011
01001011101010001001000101111011,00001010101110100010100010011101,11011110101000000111100100000101,00001001110001111000000011100101,11001101010110010010100100011001
End of inner loop...
Chunk number 64
10111100111000000110100110010011,10110010111011011011010001111100,10111110101000011111010100001001,01110111010110110101011000000011,00011001111110011101010101011011
00001000001111010111011101110110,10111100111000000110100110010011,00101100101110110110110100011111,10111110101000011111010100001001,01110111010110110101011000000011
00001000001011101011101101111000,00001000001111010111011101110110,11101111001110000001101001100100,00101100101110110110110100011111,10111110101000011111010100001001
01001011101101011111100000010000,00001000001011101011101101111000,10000010000011110101110111011101,11101111001110000001101001100100,00101100101110110110110100011111
11100101000110110000001000011101,01001011101101011111100000010000,00000010000010111010111011011110,10000010000011110101110111011101,11101111001110000001101001100100
01101111001001101000010110010110,11100101000110110000001000011101,00010010111011010111111000000100,00000010000010111010111011011110,10000010000011110101110111011101
11000011011011000011100100001001,01101111001001101000010110010110,01111001010001101100000010000111,00010010111011010111111000000100,00000010000010111010111011011110
01000011111001010100010000110101,11000011011011000011100100001001,10011011110010011010000101100101,01111001010001101100000010000111,00010010111011010111111000000100
10100101011000110101111111001100,01000011111001010100010000110101,01110000110110110000111001000010,10011011110010011010000101100101,01111001010001101100000010000111
01011000111111101101100011110100,10100101011000110101111111001100,01010000111110010101000100001101,01110000110110110000111001000010,10011011110010011010000101100101
01100111001000001000101010010111,01011000111111101101100011110100,00101001010110001101011111110011,01010000111110010101000100001101,01110000110110110000111001000010
10110111110010001010110011000000,01100111001000001000101010010111,00010110001111111011011000111101,00101001010110001101011111110011,01010000111110010101000100001101
10110011000010100011101000110001,10110111110010001010110011000000,11011001110010000010001010100101,00010110001111111011011000111101,00101001010110001101011111110011
01110111001000011100101001111111,10110011000010100011101000110001,00101101111100100010101100110000,11011001110010000010001010100101,00010110001111111011011000111101
10111110101111011010101001111000,01110111001000011100101001111111,01101100110000101000111010001100,00101101111100100010101100110000,11011001110010000010001010100101
01111000110100101001100001011001,10111110101111011010101001111000,11011101110010000111001010011111,01101100110000101000111010001100,00101101111100100010101100110000
01111111100100011101011010010100,01111000110100101001100001011001,00101111101011110110101010011110,11011101110010000111001010011111,01101100110000101000111010001100
01100111000010100100010101010010,01111111100100011101011010010100,01011110001101001010011000010110,00101111101011110110101010011110,11011101110010000111001010011111
01110111110100100100100010010010,01100111000010100100010101010010,00011111111001000111010110100101,01011110001101001010011000010110,00101111101011110110101010011110
10100011101011111101110110001001,01110111110100100100100010010010,10011001110000101001000101010100,00011111111001000111010110100101,01011110001101001010011000010110
00110100111111101110111101001110,10100011101011111101110110001001,10011101111101001001001000100100,10011001110000101001000101010100,00011111111001000111010110100101
11010110001101100011000111100101,00110100111111101110111101001110,01101000111010111111011101100010,10011101111101001001001000100100,10011001110000101001000101010100
10010001010001000100001110110111,11010110001101100011000111100101,10001101001111111011101111010011,01101000111010111111011101100010,10011101111101001001001000100100
01101001001110010111010111111011,10010001010001000100001110110111,01110101100011011000110001111001,10001101001111111011101111010011,01101000111010111111011101100010
01101000111010110010011001001101,01101001001110010111010111111011,11100100010100010001000011101101,01110101100011011000110001111001,10001101001111111011101111010011
00010010011001000101101010010000,01101000111010110010011001001101,11011010010011100101110101111110,11100100010100010001000011101101,01110101100011011000110001111001
10000111111001110011010111111010,00010010011001000101101010010000,01011010001110101100100110010011,11011010010011100101110101111110,11100100010100010001000011101101
11100010001000101010100111011011,10000111111001110011010111111010,00000100100110010001011010100100,01011010001110101100100110010011,11011010010011100101110101111110
01100110110000100110111101101000,11100010001000101010100111011011,10100001111110011100110101111110,00000100100110010001011010100100,01011010001110101100100110010011
11101000101001010010000001110001,01100110110000100110111101101000,11111000100010001010101001110110,10100001111110011100110101111110,00000100100110010001011010100100
11000111110010100101011111100010,11101000101001010010000001110001,00011001101100001001101111011010,11111000100010001010101001110110,10100001111110011100110101111110
00010011101110111100101101100100,11000111110010100101011111100010,01111010001010010100100000011100,00011001101100001001101111011010,11111000100010001010101001110110
10000011001011111000011010111101,00010011101110111100101101100100,10110001111100101001010111111000,01111010001010010100100000011100,00011001101100001001101111011010
11000110110110111111001110101011,10000011001011111000011010111101,00000100111011101111001011011001,10110001111100101001010111111000,01111010001010010100100000011100
11111010101101011001101010010001,11000110110110111111001110101011,01100000110010111110000110101111,00000100111011101111001011011001,10110001111100101001010111111000
00011010011111101110010101110101,11111010101101011001101010010001,11110001101101101111110011101010,01100000110010111110000110101111,00000100111011101111001011011001
00101111011011110001000011110001,00011010011111101110010101110101,01111110101011010110011010100100,11110001101101101111110011101010,01100000110010111110000110101111
01010010111011010111101001110000,00101111011011110001000011110001,01000110100111111011100101011101,01111110101011010110011010100100,11110001101101101111110011101010
11010101100111100000010110011101,01010010111011010111101001110000,01001011110110111100010000111100,01000110100111111011100101011101,01111110101011010110011010100100
00000000111100110000010011010000,11010101100111100000010110011101,00010100101110110101111010011100,01001011110110111100010000111100,01000110100111111011100101011101
01001001101101110101010011010101,00000000111100110000010011010000,01110101011001111000000101100111,00010100101110110101111010011100,01001011110110111100010000111100
00100110110101011110001110010101,01001001101101110101010011010101,00000000001111001100000100110100,01110101011001111000000101100111,00010100101110110101111010011100
10111111110011110011111110010001,00100110110101011110001110010101,01010010011011011101010100110101,00000000001111001100000100110100,01110101011001111000000101100111
00000000111010010011100010001111,10111111110011110011111110010001,01001001101101010111100011100101,01010010011011011101010100110101,00000000001111001100000100110100
00001000011011010000110110100101,00000000111010010011100010001111,01101111111100111100111111100100,01001001101101010111100011100101,01010010011011011101010100110101
00111001001001001010111101010111,00001000011011010000110110100101,11000000001110100100111000100011,01101111111100111100111111100100,01001001101101010111100011100101
01000101111000110110010000001101,00111001001001001010111101010111,01000010000110110100001101101001,11000000001110100100111000100011,01101111111100111100111111100100
11111011101110010111100101101011,01000101111000110110010000001101,11001110010010010010101111010101,01000010000110110100001101101001,11000000001110100100111000100011
00001100111000000101101111001011,11111011101110010111100101101011,01010001011110001101100100000011,11001110010010010010101111010101,01000010000110110100001101101001
01001000101111001110111011101001,00001100111000000101101111001011,11111110111011100101111001011010,01010001011110001101100100000011,11001110010010010010101111010101
11010001111010110101000111100101,01001000101111001110111011101001,11000011001110000001011011110010,11111110111011100101111001011010,01010001011110001101100100000011
11101000110110101010010101010011,11010001111010110101000111100101,01010010001011110011101110111010,11000011001110000001011011110010,11111110111011100101111001011010
01111100100010011101100110100101,11101000110110101010010101010011,01110100011110101101010001111001,01010010001011110011101110111010,11000011001110000001011011110010
01010100000101100000101111111000,01111100100010011101100110100101,11111010001101101010100101010100,01110100011110101101010001111001,01010010001011110011101110111010
11100000100001100101000100010101,01010100000101100000101111111000,01011111001000100111011001101001,11111010001101101010100101010100,01110100011110101101010001111001
01110010100110110011111001001001,11100000100001100101000100010101,00010101000001011000001011111110,01011111001000100111011001101001,11111010001101101010100101010100
00110001110000010111110111011011,01110010100110110011111001001001,01111000001000011001010001000101,00010101000001011000001011111110,01011111001000100111011001101001
10010110111011100111100010111000,00110001110000010111110111011011,01011100101001101100111110010010,01111000001000011001010001000101,00010101000001011000001011111110
11111010101000010111000010111111,10010110111011100111100010111000,11001100011100000101111101110110,01011100101001101100111110010010,01111000001000011001010001000101
00111000100000100001011010010010,11111010101000010111000010111111,00100101101110111001111000101110,11001100011100000101111101110110,01011100101001101100111110010010
01001011101100110001010110010110,00111000100000100001011010010010,11111110101010000101110000101111,00100101101110111001111000101110,11001100011100000101111101110110
11110000110101101011010101101000,01001011101100110001010110010110,10001110001000001000010110100100,11111110101010000101110000101111,00100101101110111001111000101110
01000110001100011101010100111111,11110000110101101011010101101000,10010010111011001100010101100101,10001110001000001000010110100100,11111110101010000101110000101111
01111101010110000010111001010110,01000110001100011101010100111111,00111100001101011010110101011010,10010010111011001100010101100101,10001110001000001000010110100100
11101100011100011100111101001001,01111101010110000010111001010110,11010001100011000111010101001111,00111100001101011010110101011010,10010010111011001100010101100101
01111101001011100110011010111011,11101100011100011100111101001001,10011111010101100000101110010101,11010001100011000111010101001111,00111100001101011010110101011010
01010011000000011111010000110010,01111101001011100110011010111011,01111011000111000111001111010010,10011111010101100000101110010101,11010001100011000111010101001111
10010101110110001011110001101011,01010011000000011111010000110010,11011111010010111001100110101110,01111011000111000111001111010010,10011111010101100000101110010101
00011100001001100111100100101011,10010101110110001011110001101011,10010100110000000111110100001100,11011111010010111001100110101110,01111011000111000111001111010010
10110000100100010111001111010100,00011100001001100111100100101011,11100101011101100010111100011010,10010100110000000111110100001100,11011111010010111001100110101110
00101010011000001100000101010111,10110000100100010111001111010100,11000111000010011001111001001010,11100101011101100010111100011010,10010100110000000111110100001100
01000001010001011110101111001011,00101010011000001100000101010111,00101100001001000101110011110101,11000111000010011001111001001010,11100101011101100010111100011010
10101001101000110110111001000000,01000001010001011110101111001011,11001010100110000011000001010101,00101100001001000101110011110101,11000111000010011001111001001010
01101110110100001010101110100000,10101001101000110110111001000000,11010000010100010111101011110010,11001010100110000011000001010101,00101100001001000101110011110101
10000100001101111011011010111111,01101110110100001010101110100000,00101010011010001101101110010000,11010000010100010111101011110010,11001010100110000011000001010101
11010000010011100001011011011101,10000100001101111011011010111111,00011011101101000010101011101000,00101010011010001101101110010000,11010000010100010111101011110010
01011010011000100110000001001001,11010000010011100001011011011101,11100001000011011110110110101111,00011011101101000010101011101000,00101010011010001101101110010000
01111000010111011111101000101011,01011010011000100110000001001001,01110100000100111000010110110111,11100001000011011110110110101111,00011011101101000010101011101000
00000000010100110011011001111110,01111000010111011111101000101011,01010110100110001001100000010010,01110100000100111000010110110111,11100001000011011110110110101111
00010101000011100000000101010011,00000000010100110011011001111110,11011110000101110111111010001010,01010110100110001001100000010010,01110100000100111000010110110111
End of inner loop...
